,Team Name,Year,Wins,Losses,OT Losses,Win %,Goals For (GF),Goals Against (GA),+ / -
6001,Boston Bruins,1999,24,33,6,0.293,210,248,-38.0
6002,Buffalo Sabres,1999,35,32,4,0.427,213,204,9.0
6003,Calgary Flames,1999,31,36,5,0.378,211,256,-45.0
6004,Carolina Hurricanes,1999,37,35,0,0.451,217,216,1.0
6005,Chicago Blackhawks,1999,33,37,2,0.402,242,245,-3.0
6006,Colorado Avalanche,1999,42,28,1,0.512,233,201,32.0
6007,Dallas Stars,1999,43,23,6,0.524,211,184,27.0
6008,Detroit Red Wings,1999,48,22,2,0.585,278,210,68.0
6009,Edmonton Oilers,1999,32,26,8,0.39,226,212,14.0
6010,Florida Panthers,1999,43,27,6,0.524,244,209,35.0
6011,Los Angeles Kings,1999,39,27,4,0.476,245,228,17.0
6012,Montreal Canadiens,1999,35,34,4,0.427,196,194,2.0
6013,Nashville Predators,1999,28,40,7,0.341,199,240,-41.0
6014,New Jersey Devils,1999,45,24,5,0.549,251,203,48.0
6015,New York Islanders,1999,24,48,1,0.293,194,275,-81.0
6016,New York Rangers,1999,29,38,3,0.354,218,246,-28.0
6017,Ottawa Senators,1999,41,28,2,0.5,244,210,34.0
6018,Philadelphia Flyers,1999,45,22,3,0.549,237,179,58.0
6019,Phoenix Coyotes,1999,39,31,4,0.476,232,228,4.0
6020,Pittsburgh Penguins,1999,37,31,6,0.451,241,236,5.0
6021,San Jose Sharks,1999,35,30,7,0.427,225,214,11.0
6022,St. Louis Blues,1999,51,19,1,0.622,248,165,83.0
6023,Tampa Bay Lightning,1999,19,47,7,0.232,204,310,-106.0
6024,Toronto Maple Leafs,1999,45,27,3,0.549,246,222,24.0
6025,Vancouver Canucks,1999,30,29,8,0.366,227,237,-10.0
6026,Washington Capitals,1999,44,24,2,0.537,227,194,33.0
6027,Mighty Ducks of Anaheim,2000,25,41,5,0.305,188,245,-57.0
6028,Atlanta Thrashers,2000,23,45,2,0.28,211,289,-78.0
6029,Boston Bruins,2000,36,30,8,0.439,227,249,-22.0
6030,Buffalo Sabres,2000,46,30,1,0.561,218,184,34.0
6031,Calgary Flames,2000,27,36,4,0.329,197,236,-39.0
6032,Carolina Hurricanes,2000,38,32,3,0.463,212,225,-13.0
6033,Columbus Blue Jackets,2000,28,39,6,0.341,190,233,-43.0
6034,Chicago Blackhawks,2000,29,40,5,0.354,210,246,-36.0
6035,Colorado Avalanche,2000,52,16,4,0.634,270,192,78.0
6036,Dallas Stars,2000,48,24,2,0.585,241,187,54.0
6037,Detroit Red Wings,2000,49,20,4,0.598,253,202,51.0
6038,Edmonton Oilers,2000,39,28,3,0.476,243,222,21.0
6039,Florida Panthers,2000,22,38,9,0.268,200,246,-46.0
6040,Los Angeles Kings,2000,38,28,3,0.463,252,228,24.0
6041,Minnesota Wild,2000,25,39,5,0.305,168,210,-42.0
6042,Montreal Canadiens,2000,28,40,6,0.341,206,232,-26.0
6043,Nashville Predators,2000,34,36,3,0.415,186,200,-14.0
6044,New Jersey Devils,2000,48,19,3,0.585,295,195,100.0
6045,New York Islanders,2000,21,51,3,0.256,185,268,-83.0
6046,New York Rangers,2000,33,43,1,0.402,250,290,-40.0
6047,Ottawa Senators,2000,48,21,4,0.585,274,205,69.0
6048,Philadelphia Flyers,2000,43,25,3,0.524,240,207,33.0
6049,Phoenix Coyotes,2000,35,27,3,0.427,214,212,2.0
6050,Pittsburgh Penguins,2000,42,28,3,0.512,281,256,25.0
6051,San Jose Sharks,2000,40,27,3,0.488,217,192,25.0
6052,St. Louis Blues,2000,43,22,5,0.524,249,195,54.0
6053,Tampa Bay Lightning,2000,24,47,5,0.293,201,280,-79.0
6054,Toronto Maple Leafs,2000,37,29,5,0.451,232,207,25.0
6055,Vancouver Canucks,2000,36,28,7,0.439,239,238,1.0
6056,Washington Capitals,2000,41,27,4,0.5,233,211,22.0
6057,Mighty Ducks of Anaheim,2001,29,42,3,0.354,175,198,-23.0
6058,Atlanta Thrashers,2001,19,47,5,0.232,187,288,-101.0
6059,Boston Bruins,2001,43,24,9,0.524,236,201,35.0
6060,Buffalo Sabres,2001,35,35,1,0.427,213,200,13.0
6061,Calgary Flames,2001,32,35,3,0.39,201,220,-19.0
6062,Carolina Hurricanes,2001,35,26,5,0.427,217,217,0.0
6063,Columbus Blue Jackets,2001,22,47,5,0.268,164,255,-91.0
6064,Chicago Blackhawks,2001,41,27,1,0.5,216,207,9.0
6065,Colorado Avalanche,2001,45,28,1,0.549,212,169,43.0
6066,Dallas Stars,2001,36,28,5,0.439,215,213,2.0
6067,Detroit Red Wings,2001,51,17,4,0.622,251,187,64.0
6068,Edmonton Oilers,2001,38,28,4,0.463,205,182,23.0
6069,Florida Panthers,2001,22,44,6,0.268,180,250,-70.0
6070,Los Angeles Kings,2001,40,27,4,0.488,214,190,24.0
6071,Minnesota Wild,2001,26,35,9,0.317,195,238,-43.0
6072,Montreal Canadiens,2001,36,31,3,0.439,207,209,-2.0
6073,Nashville Predators,2001,28,41,0,0.341,196,230,-34.0
6074,New Jersey Devils,2001,41,28,4,0.5,205,187,18.0
6075,New York Islanders,2001,42,28,4,0.512,239,220,19.0
6076,New York Rangers,2001,36,38,4,0.439,227,258,-31.0
6077,Ottawa Senators,2001,39,27,7,0.476,243,208,35.0
6078,Philadelphia Flyers,2001,42,27,3,0.512,234,192,42.0
6079,Phoenix Coyotes,2001,40,27,6,0.488,228,210,18.0
6080,Pittsburgh Penguins,2001,28,41,5,0.341,198,249,-51.0
6081,San Jose Sharks,2001,44,27,3,0.537,248,199,49.0
6082,St. Louis Blues,2001,43,27,4,0.524,227,188,39.0
6083,Tampa Bay Lightning,2001,27,40,4,0.329,178,219,-41.0
6084,Toronto Maple Leafs,2001,43,25,4,0.524,249,207,42.0
6085,Vancouver Canucks,2001,42,30,3,0.512,254,211,43.0
6086,Washington Capitals,2001,36,33,2,0.439,228,240,-12.0
6087,Mighty Ducks of Anaheim,2002,40,27,6,0.488,203,193,10.0
6088,Atlanta Thrashers,2002,31,39,5,0.378,226,284,-58.0
6089,Boston Bruins,2002,36,31,4,0.439,245,237,8.0
6090,Buffalo Sabres,2002,27,37,8,0.329,190,219,-29.0
6091,Calgary Flames,2002,29,36,4,0.354,186,228,-42.0
6092,Carolina Hurricanes,2002,22,43,6,0.268,171,240,-69.0
6093,Columbus Blue Jackets,2002,29,42,3,0.354,213,263,-50.0
6094,Chicago Blackhawks,2002,30,33,6,0.366,207,226,-19.0
6095,Colorado Avalanche,2002,42,19,8,0.512,251,194,57.0
6096,Dallas Stars,2002,46,17,4,0.561,245,169,76.0
6097,Detroit Red Wings,2002,48,20,4,0.585,269,203,66.0
6098,Edmonton Oilers,2002,36,26,9,0.439,231,230,1.0
6099,Florida Panthers,2002,24,36,9,0.293,176,237,-61.0
6100,Los Angeles Kings,2002,33,37,6,0.402,203,221,-18.0
6101,Minnesota Wild,2002,42,29,1,0.512,198,178,20.0
6102,Montreal Canadiens,2002,30,35,9,0.366,206,234,-28.0
6103,Nashville Predators,2002,27,35,7,0.329,183,206,-23.0
6104,New Jersey Devils,2002,46,20,6,0.561,216,166,50.0
6105,New York Islanders,2002,35,34,2,0.427,224,231,-7.0
6106,New York Rangers,2002,32,36,4,0.39,210,231,-21.0
6107,Ottawa Senators,2002,52,21,1,0.634,263,182,81.0
6108,Philadelphia Flyers,2002,45,20,4,0.549,211,166,45.0
6109,Phoenix Coyotes,2002,31,35,5,0.378,204,230,-26.0
6110,Pittsburgh Penguins,2002,27,44,5,0.329,189,255,-66.0
6111,San Jose Sharks,2002,28,37,8,0.341,214,239,-25.0
6112,St. Louis Blues,2002,41,24,6,0.5,253,222,31.0
6113,Tampa Bay Lightning,2002,36,25,5,0.439,219,210,9.0
6114,Toronto Maple Leafs,2002,44,28,3,0.537,236,208,28.0
6115,Vancouver Canucks,2002,45,23,1,0.549,264,208,56.0
6116,Washington Capitals,2002,39,29,6,0.476,224,220,4.0
6117,Mighty Ducks of Anaheim,2003,29,35,8,0.354,184,213,-29.0
6118,Atlanta Thrashers,2003,33,37,4,0.402,214,243,-29.0
6119,Boston Bruins,2003,41,19,7,0.5,209,188,21.0
6120,Buffalo Sabres,2003,37,34,4,0.451,220,221,-1.0
6121,Calgary Flames,2003,42,30,3,0.512,200,176,24.0
6122,Carolina Hurricanes,2003,28,34,6,0.341,172,209,-37.0
6123,Columbus Blue Jackets,2003,25,45,4,0.305,177,238,-61.0
6124,Chicago Blackhawks,2003,20,43,8,0.244,188,259,-71.0
6125,Colorado Avalanche,2003,40,22,7,0.488,236,198,38.0
6126,Dallas Stars,2003,41,26,2,0.5,194,175,19.0
6127,Detroit Red Wings,2003,48,21,2,0.585,255,189,66.0
6128,Edmonton Oilers,2003,36,29,5,0.439,221,208,13.0
6129,Florida Panthers,2003,28,35,4,0.341,188,221,-33.0
6130,Los Angeles Kings,2003,28,29,9,0.341,205,217,-12.0
6131,Minnesota Wild,2003,30,29,3,0.366,188,183,5.0
6132,Montreal Canadiens,2003,41,30,4,0.5,208,192,16.0
6133,Nashville Predators,2003,38,29,4,0.463,216,217,-1.0
6134,New Jersey Devils,2003,43,25,2,0.524,213,164,49.0
6135,New York Islanders,2003,38,29,4,0.463,237,210,27.0
6136,New York Rangers,2003,27,40,8,0.329,206,250,-44.0
6137,Ottawa Senators,2003,43,23,6,0.524,262,189,73.0
6138,Philadelphia Flyers,2003,40,21,6,0.488,229,186,43.0
6139,Phoenix Coyotes,2003,22,36,6,0.268,188,245,-57.0
6140,Pittsburgh Penguins,2003,23,47,4,0.28,190,303,-113.0
6141,San Jose Sharks,2003,43,21,6,0.524,219,183,36.0
6142,St. Louis Blues,2003,39,30,2,0.476,191,198,-7.0
6143,Tampa Bay Lightning,2003,46,22,6,0.561,245,192,53.0
6144,Toronto Maple Leafs,2003,45,24,3,0.549,242,204,38.0
6145,Vancouver Canucks,2003,43,24,5,0.524,235,194,41.0
6146,Washington Capitals,2003,23,46,3,0.28,186,253,-67.0
6147,Mighty Ducks of Anaheim,2005,43,27,12,0.524,254,229,25.0
6148,Atlanta Thrashers,2005,41,33,8,0.5,281,275,6.0
6149,Boston Bruins,2005,29,37,16,0.354,230,266,-36.0
6150,Buffalo Sabres,2005,52,24,6,0.634,281,239,42.0
6151,Calgary Flames,2005,46,25,11,0.561,218,200,18.0
6152,Carolina Hurricanes,2005,52,22,8,0.634,294,260,34.0
6153,Columbus Blue Jackets,2005,35,43,4,0.427,223,279,-56.0
6154,Chicago Blackhawks,2005,26,43,13,0.317,211,285,-74.0
6155,Colorado Avalanche,2005,43,30,9,0.524,283,257,26.0
6156,Dallas Stars,2005,53,23,6,0.646,265,218,47.0
6157,Detroit Red Wings,2005,58,16,8,0.707,305,209,96.0
6158,Edmonton Oilers,2005,41,28,13,0.5,256,251,5.0
6159,Florida Panthers,2005,37,34,11,0.451,240,257,-17.0
6160,Los Angeles Kings,2005,42,35,5,0.512,249,270,-21.0
6161,Minnesota Wild,2005,38,36,8,0.463,231,215,16.0
6162,Montreal Canadiens,2005,42,31,9,0.512,243,247,-4.0
6163,Nashville Predators,2005,49,25,8,0.598,259,227,32.0
6164,New Jersey Devils,2005,46,27,9,0.561,242,229,13.0
6165,New York Islanders,2005,36,40,6,0.439,230,278,-48.0
6166,New York Rangers,2005,44,26,12,0.537,257,215,42.0
6167,Ottawa Senators,2005,52,21,9,0.634,314,211,103.0
6168,Philadelphia Flyers,2005,45,26,11,0.549,267,259,8.0
6169,Phoenix Coyotes,2005,38,39,5,0.463,246,271,-25.0
6170,Pittsburgh Penguins,2005,22,46,14,0.268,244,316,-72.0
6171,San Jose Sharks,2005,44,27,11,0.537,266,242,24.0
6172,St. Louis Blues,2005,21,46,15,0.256,197,292,-95.0
6173,Tampa Bay Lightning,2005,43,33,6,0.524,252,260,-8.0
6174,Toronto Maple Leafs,2005,41,33,8,0.5,257,270,-13.0
6175,Vancouver Canucks,2005,42,32,8,0.512,256,255,1.0
6176,Washington Capitals,2005,29,41,12,0.354,237,306,-69.0
6177,Anaheim Ducks,2006,48,20,14,0.585,258,208,50.0
6178,Atlanta Thrashers,2006,43,28,11,0.524,246,245,1.0
6179,Boston Bruins,2006,35,41,6,0.427,219,289,-70.0
6180,Buffalo Sabres,2006,53,22,7,0.646,308,242,66.0
6181,Calgary Flames,2006,43,29,10,0.524,258,226,32.0
6182,Carolina Hurricanes,2006,40,34,8,0.488,241,253,-12.0
6183,Columbus Blue Jackets,2006,33,42,7,0.402,201,249,-48.0
6184,Chicago Blackhawks,2006,31,42,9,0.378,201,258,-57.0
6185,Colorado Avalanche,2006,44,31,7,0.537,272,251,21.0
6186,Dallas Stars,2006,50,25,7,0.61,226,197,29.0
6187,Detroit Red Wings,2006,50,19,13,0.61,254,199,55.0
6188,Edmonton Oilers,2006,32,43,7,0.39,195,248,-53.0
6189,Florida Panthers,2006,35,31,16,0.427,247,257,-10.0
6190,Los Angeles Kings,2006,27,41,14,0.329,227,283,-56.0
6191,Minnesota Wild,2006,48,26,8,0.585,235,191,44.0
6192,Montreal Canadiens,2006,42,34,6,0.512,245,256,-11.0
6193,Nashville Predators,2006,51,23,8,0.622,272,212,60.0
6194,New Jersey Devils,2006,49,24,9,0.598,216,201,15.0
6195,New York Islanders,2006,40,30,12,0.488,248,240,8.0
6196,New York Rangers,2006,42,30,10,0.512,242,216,26.0
6197,Ottawa Senators,2006,48,25,9,0.585,288,222,66.0
6198,Philadelphia Flyers,2006,22,48,12,0.268,214,303,-89.0
6199,Phoenix Coyotes,2006,31,46,5,0.378,216,284,-68.0
6200,Pittsburgh Penguins,2006,47,24,11,0.573,277,246,31.0
6201,San Jose Sharks,2006,51,26,5,0.622,258,199,59.0
6202,St. Louis Blues,2006,34,35,13,0.415,214,254,-40.0
6203,Tampa Bay Lightning,2006,44,33,5,0.537,253,261,-8.0
6204,Toronto Maple Leafs,2006,40,31,11,0.488,258,269,-11.0
6205,Vancouver Canucks,2006,49,26,7,0.598,222,201,21.0
6206,Washington Capitals,2006,28,40,14,0.341,235,286,-51.0
6207,Anaheim Ducks,2007,47,27,8,0.573,205,191,14.0
6208,Atlanta Thrashers,2007,34,40,8,0.415,216,272,-56.0
6209,Boston Bruins,2007,41,29,12,0.5,212,222,-10.0
6210,Buffalo Sabres,2007,39,31,12,0.476,255,242,13.0
6211,Calgary Flames,2007,42,30,10,0.512,229,227,2.0
6212,Carolina Hurricanes,2007,43,33,6,0.524,252,249,3.0
6213,Columbus Blue Jackets,2007,34,36,12,0.415,193,218,-25.0
6214,Chicago Blackhawks,2007,40,34,8,0.488,239,235,4.0
6215,Colorado Avalanche,2007,44,31,7,0.537,231,219,12.0
6216,Dallas Stars,2007,45,30,7,0.549,242,207,35.0
6217,Detroit Red Wings,2007,54,21,7,0.659,257,184,73.0
6218,Edmonton Oilers,2007,41,35,6,0.5,235,251,-16.0
6219,Florida Panthers,2007,38,35,9,0.463,216,226,-10.0
6220,Los Angeles Kings,2007,32,43,7,0.39,231,266,-35.0
6221,Minnesota Wild,2007,44,28,10,0.537,223,218,5.0
6222,Montreal Canadiens,2007,47,25,10,0.573,262,222,40.0
6223,Nashville Predators,2007,41,32,9,0.5,230,229,1.0
6224,New Jersey Devils,2007,46,29,7,0.561,206,197,9.0
6225,New York Islanders,2007,35,38,9,0.427,194,243,-49.0
6226,New York Rangers,2007,42,27,13,0.512,213,199,14.0
6227,Ottawa Senators,2007,43,31,8,0.524,261,247,14.0
6228,Philadelphia Flyers,2007,42,29,11,0.512,248,233,15.0
6229,Phoenix Coyotes,2007,38,37,7,0.463,214,231,-17.0
6230,Pittsburgh Penguins,2007,47,27,8,0.573,247,216,31.0
6231,San Jose Sharks,2007,49,23,10,0.598,222,193,29.0
6232,St. Louis Blues,2007,33,36,13,0.402,205,237,-32.0
6233,Tampa Bay Lightning,2007,31,42,9,0.378,223,267,-44.0
6234,Toronto Maple Leafs,2007,36,35,11,0.439,231,260,-29.0
6235,Vancouver Canucks,2007,39,33,10,0.476,213,215,-2.0
6236,Washington Capitals,2007,43,31,8,0.524,242,231,11.0
6237,Anaheim Ducks,2008,42,33,7,0.512,245,238,7.0
6238,Atlanta Thrashers,2008,35,41,6,0.427,257,280,-23.0
6239,Boston Bruins,2008,53,19,10,0.646,274,196,78.0
6240,Buffalo Sabres,2008,41,32,9,0.5,250,234,16.0
6241,Calgary Flames,2008,46,30,6,0.561,254,248,6.0
6242,Carolina Hurricanes,2008,45,30,7,0.549,239,226,13.0
6243,Columbus Blue Jackets,2008,41,31,10,0.5,226,230,-4.0
6244,Chicago Blackhawks,2008,46,24,12,0.561,264,216,48.0
6245,Colorado Avalanche,2008,32,45,5,0.39,199,257,-58.0
6246,Dallas Stars,2008,36,35,11,0.439,230,257,-27.0
6247,Detroit Red Wings,2008,51,21,10,0.622,295,244,51.0
6248,Edmonton Oilers,2008,38,35,9,0.463,234,248,-14.0
6249,Florida Panthers,2008,41,30,11,0.5,234,231,3.0
6250,Los Angeles Kings,2008,34,37,11,0.415,207,234,-27.0
6251,Minnesota Wild,2008,40,33,9,0.488,219,200,19.0
6252,Montreal Canadiens,2008,41,30,11,0.5,249,247,2.0
6253,Nashville Predators,2008,40,34,8,0.488,213,233,-20.0
6254,New Jersey Devils,2008,51,27,4,0.622,244,209,35.0
6255,New York Islanders,2008,26,47,9,0.317,201,279,-78.0
6256,New York Rangers,2008,43,30,9,0.524,210,218,-8.0
6257,Ottawa Senators,2008,36,35,11,0.439,217,237,-20.0
6258,Philadelphia Flyers,2008,44,27,11,0.537,264,238,26.0
6259,Phoenix Coyotes,2008,36,39,7,0.439,208,252,-44.0
6260,Pittsburgh Penguins,2008,45,28,9,0.549,264,239,25.0
6261,San Jose Sharks,2008,53,18,11,0.646,257,204,53.0
6262,St. Louis Blues,2008,41,31,10,0.5,233,233,0.0
6263,Tampa Bay Lightning,2008,24,40,18,0.293,210,279,-69.0
6264,Toronto Maple Leafs,2008,34,35,13,0.415,250,293,-43.0
6265,Vancouver Canucks,2008,45,27,10,0.549,246,220,26.0
6266,Washington Capitals,2008,50,24,8,0.61,272,245,27.0
6267,Anaheim Ducks,2009,39,32,11,0.476,238,251,-13.0
6268,Atlanta Thrashers,2009,35,34,13,0.427,234,256,-22.0
6269,Boston Bruins,2009,39,30,13,0.476,206,200,6.0
6270,Buffalo Sabres,2009,45,27,10,0.549,235,207,28.0
6271,Calgary Flames,2009,40,32,10,0.488,204,210,-6.0
6272,Carolina Hurricanes,2009,35,37,10,0.427,230,256,-26.0
6273,Columbus Blue Jackets,2009,32,35,15,0.39,216,259,-43.0
6274,Chicago Blackhawks,2009,52,22,8,0.634,271,209,62.0
6275,Colorado Avalanche,2009,43,30,9,0.524,244,233,11.0
6276,Dallas Stars,2009,37,31,14,0.451,237,254,-17.0
6277,Detroit Red Wings,2009,44,24,14,0.537,229,216,13.0
6278,Edmonton Oilers,2009,27,47,8,0.329,214,284,-70.0
6279,Florida Panthers,2009,32,37,13,0.39,208,244,-36.0
6280,Los Angeles Kings,2009,46,27,9,0.561,241,219,22.0
6281,Minnesota Wild,2009,38,36,8,0.463,219,246,-27.0
6282,Montreal Canadiens,2009,39,33,10,0.476,217,223,-6.0
6283,Nashville Predators,2009,47,29,6,0.573,225,225,0.0
6284,New Jersey Devils,2009,48,27,7,0.585,222,191,31.0
6285,New York Islanders,2009,34,37,11,0.415,222,264,-42.0
6286,New York Rangers,2009,38,33,11,0.463,222,218,4.0
6287,Ottawa Senators,2009,44,32,6,0.537,225,238,-13.0
6288,Philadelphia Flyers,2009,41,35,6,0.5,236,225,11.0
6289,Phoenix Coyotes,2009,50,25,7,0.61,225,202,23.0
6290,Pittsburgh Penguins,2009,47,28,7,0.573,257,237,20.0
6291,San Jose Sharks,2009,51,20,11,0.622,264,215,49.0
6292,St. Louis Blues,2009,40,32,10,0.488,225,223,2.0
6293,Tampa Bay Lightning,2009,34,36,12,0.415,217,260,-43.0
6294,Toronto Maple Leafs,2009,30,38,14,0.366,214,267,-53.0
6295,Vancouver Canucks,2009,49,28,5,0.598,272,222,50.0
6296,Washington Capitals,2009,54,15,13,0.659,318,233,85.0
6297,Anaheim Ducks,2010,47,30,5,0.573,239,235,4.0
6298,Atlanta Thrashers,2010,34,36,12,0.415,223,269,-46.0
6299,Boston Bruins,2010,46,25,11,0.561,246,195,51.0
6300,Buffalo Sabres,2010,43,29,10,0.524,245,229,16.0
6301,Calgary Flames,2010,41,29,12,0.5,250,237,13.0
6302,Carolina Hurricanes,2010,40,31,11,0.488,236,239,-3.0
6303,Columbus Blue Jackets,2010,34,35,13,0.415,215,258,-43.0
6304,Chicago Blackhawks,2010,44,29,9,0.537,258,225,33.0
6305,Colorado Avalanche,2010,30,44,8,0.366,227,288,-61.0
6306,Dallas Stars,2010,42,29,11,0.512,227,233,-6.0
6307,Detroit Red Wings,2010,47,25,10,0.573,261,241,20.0
6308,Edmonton Oilers,2010,25,45,12,0.305,193,269,-76.0
6309,Florida Panthers,2010,30,40,12,0.366,195,229,-34.0
6310,Los Angeles Kings,2010,46,30,6,0.561,219,198,21.0
6311,Minnesota Wild,2010,39,35,8,0.476,206,233,-27.0
6312,Montreal Canadiens,2010,44,30,8,0.537,216,209,7.0
6313,Nashville Predators,2010,44,27,11,0.537,219,194,25.0
6314,New Jersey Devils,2010,38,39,5,0.463,174,209,-35.0
6315,New York Islanders,2010,30,39,13,0.366,229,264,-35.0
6316,New York Rangers,2010,44,33,5,0.537,233,198,35.0
6317,Ottawa Senators,2010,32,40,10,0.39,192,250,-58.0
6318,Philadelphia Flyers,2010,47,23,12,0.573,259,223,36.0
6319,Phoenix Coyotes,2010,43,26,13,0.524,231,226,5.0
6320,Pittsburgh Penguins,2010,49,25,8,0.598,238,199,39.0
6321,San Jose Sharks,2010,48,25,9,0.585,248,213,35.0
6322,St. Louis Blues,2010,38,33,11,0.463,240,234,6.0
6323,Tampa Bay Lightning,2010,46,25,11,0.561,247,240,7.0
6324,Toronto Maple Leafs,2010,37,34,11,0.451,218,251,-33.0
6325,Boston Bruins,1990,44,24,,0.55,299,264,35.0
6326,Buffalo Sabres,1990,31,30,,0.388,292,278,14.0
6327,Calgary Flames,1990,46,26,,0.575,344,263,81.0
6328,Chicago Blackhawks,1990,49,23,,0.613,284,211,73.0
6329,Detroit Red Wings,1990,34,38,,0.425,273,298,-25.0
6330,Edmonton Oilers,1990,37,37,,0.463,272,272,0.0
6331,Hartford Whalers,1990,31,38,,0.388,238,276,-38.0
6332,Los Angeles Kings,1990,46,24,,0.575,340,254,86.0
6333,Minnesota North Stars,1990,27,39,,0.338,256,266,-10.0
6334,Montreal Canadiens,1990,39,30,,0.487,273,249,24.0
6335,New Jersey Devils,1990,32,33,,0.4,272,264,8.0
6336,New York Islanders,1990,25,45,,0.312,223,290,-67.0
6337,New York Rangers,1990,36,31,,0.45,297,265,32.0
6338,Philadelphia Flyers,1990,33,37,,0.412,252,267,-15.0
6339,Pittsburgh Penguins,1990,41,33,,0.512,342,305,37.0
6340,Quebec Nordiques,1990,16,50,,0.2,236,354,-118.0
6341,St. Louis Blues,1990,47,22,,0.588,310,250,60.0
6342,Toronto Maple Leafs,1990,23,46,,0.287,241,318,-77.0
6343,Vancouver Canucks,1990,28,43,,0.35,243,315,-72.0
6344,Washington Capitals,1990,37,36,,0.463,258,258,0.0
6345,Winnipeg Jets,1990,26,43,,0.325,260,288,-28.0
6346,Boston Bruins,1991,36,32,,0.45,270,275,-5.0
6347,Buffalo Sabres,1991,31,37,,0.388,289,299,-10.0
6348,Calgary Flames,1991,31,37,,0.388,296,305,-9.0
6349,Chicago Blackhawks,1991,36,29,,0.45,257,236,21.0
6350,Detroit Red Wings,1991,43,25,,0.537,320,256,64.0
6351,Edmonton Oilers,1991,36,34,,0.45,295,297,-2.0
6352,Hartford Whalers,1991,26,41,,0.325,247,283,-36.0
6353,Los Angeles Kings,1991,35,31,,0.438,287,296,-9.0
6354,Minnesota North Stars,1991,32,42,,0.4,246,278,-32.0
6355,Montreal Canadiens,1991,41,28,,0.512,267,207,60.0
6356,New Jersey Devils,1991,38,31,,0.475,289,259,30.0
6357,New York Islanders,1991,34,35,,0.425,291,299,-8.0
6358,New York Rangers,1991,50,25,,0.625,321,246,75.0
6359,Philadelphia Flyers,1991,32,37,,0.4,252,273,-21.0
6360,Pittsburgh Penguins,1991,39,32,,0.487,343,308,35.0
6361,Quebec Nordiques,1991,20,48,,0.25,255,318,-63.0
6362,San Jose Sharks,1991,17,58,,0.212,219,359,-140.0
6363,St. Louis Blues,1991,36,33,,0.45,279,266,13.0
6364,Toronto Maple Leafs,1991,30,43,,0.375,234,294,-60.0
6365,Vancouver Canucks,1991,42,26,,0.525,285,250,35.0
6366,Washington Capitals,1991,45,27,,0.562,330,275,55.0
6367,Winnipeg Jets,1991,33,32,,0.412,251,244,7.0
6368,Boston Bruins,1992,51,26,,0.607,332,268,64.0
6369,Buffalo Sabres,1992,38,36,,0.452,335,297,38.0
6370,Calgary Flames,1992,43,30,,0.512,322,282,40.0
6371,Chicago Blackhawks,1992,47,25,,0.56,279,230,49.0
6372,Detroit Red Wings,1992,47,28,,0.56,369,280,89.0
6373,Edmonton Oilers,1992,26,50,,0.31,242,337,-95.0
6374,Hartford Whalers,1992,26,52,,0.31,284,369,-85.0
6375,Los Angeles Kings,1992,39,35,,0.464,338,340,-2.0
6376,Minnesota North Stars,1992,36,38,,0.429,272,293,-21.0
6377,Montreal Canadiens,1992,48,30,,0.571,326,280,46.0
6378,New Jersey Devils,1992,40,37,,0.476,308,299,9.0
6379,New York Islanders,1992,40,37,,0.476,335,297,38.0
6380,New York Rangers,1992,34,39,,0.405,304,308,-4.0
6381,Ottawa Senators,1992,10,70,,0.119,202,395,-193.0
6382,Philadelphia Flyers,1992,36,37,,0.429,319,319,0.0
6383,Pittsburgh Penguins,1992,56,21,,0.667,367,268,99.0
6384,Quebec Nordiques,1992,47,27,,0.56,351,300,51.0
6385,San Jose Sharks,1992,11,71,,0.131,218,414,-196.0
6386,St. Louis Blues,1992,37,36,,0.44,282,278,4.0
6387,Tampa Bay Lightning,1992,23,54,,0.274,245,332,-87.0
6388,Toronto Maple Leafs,1992,44,29,,0.524,288,241,47.0
6389,Vancouver Canucks,1992,46,29,,0.548,346,278,68.0
6390,Washington Capitals,1992,43,34,,0.512,325,286,39.0
6391,Winnipeg Jets,1992,40,37,,0.476,322,320,2.0
6392,Mighty Ducks of Anaheim,1993,33,46,,0.393,229,251,-22.0
6393,Boston Bruins,1993,42,29,,0.5,289,252,37.0
6394,Buffalo Sabres,1993,43,32,,0.512,282,218,64.0
6395,Calgary Flames,1993,42,29,,0.5,302,256,46.0
6396,Chicago Blackhawks,1993,39,36,,0.464,254,240,14.0
6397,Dallas Stars,1993,42,29,,0.5,286,265,21.0
6398,Detroit Red Wings,1993,46,30,,0.548,356,275,81.0
6399,Edmonton Oilers,1993,25,45,,0.298,261,305,-44.0
6400,Florida Panthers,1993,33,34,,0.393,233,233,0.0
6401,Hartford Whalers,1993,27,48,,0.321,227,288,-61.0
6402,Los Angeles Kings,1993,27,45,,0.321,294,322,-28.0
6403,Montreal Canadiens,1993,41,29,,0.488,283,248,35.0
6404,New Jersey Devils,1993,47,25,,0.56,306,220,86.0
6405,New York Islanders,1993,36,36,,0.429,282,264,18.0
6406,New York Rangers,1993,52,24,,0.619,299,231,68.0
6407,Ottawa Senators,1993,14,61,,0.167,201,397,-196.0
6408,Philadelphia Flyers,1993,35,39,,0.417,294,314,-20.0
6409,Pittsburgh Penguins,1993,44,27,,0.524,299,285,14.0
6410,Quebec Nordiques,1993,34,42,,0.405,277,292,-15.0
6411,San Jose Sharks,1993,33,35,,0.393,252,265,-13.0
